"source","target","weight"
beatrizfonte5,jairbolsonaro,8
EllenValle,JornalDaCidadeO,8
PatriciaMSF77,STF_oficial,8
RickAlvarenga1,jairbolsonaro,8
RickAlvarenga1,Rconstantino,8
jricardos3,revistaoeste,8
LorenaT73861602,STF_oficial,8
CeppaGraca,STF_oficial,8
IMarque21409398,STF_oficial,8
OJosafa,STF_oficial,8
IuryGibran,LuizFux,8
AdrianBelleggi1,STF_oficial,8
SandraRicciar14,bernardopkuster,8
Anamel_PR,gilmarmendes,8
reginargaa,LRobertoBarroso,8
TeresaPNY,JornalDaCidadeO,8
X0NGUINHAS,PSSantos38,8
biernaskileo,rosedbarros,8
luizaandreiaaa,STF_oficial,8
gigipatriota2,gilmarmendes,8
HaroldoLima9,Valeria04755754,8
prwaltermendes1,gilmarmendes,8
sergiomalagas,LRobertoBarroso,8
HaroldoLima9,LRobertoBarroso,8
muta_eva,Jambock67,8
rodolfovllima,LRobertoBarroso,8
cberilramos,LRobertoBarroso,8
PPReacaFla2,alexandre,8
rodolfovllima,gilmarmendes,8
APaupitz,FHC,8
fmaier50,alexandre,8
MariaCr70515383,SenadoFederal,8
Manolo648,LRobertoBarroso,8
cruzelaine898,alexandre,8
WPinotti,camaradeputados,8
gladyssmiranda,allantercalivre,8
marcelo_csi,blogdojefferson,8
BlancoCyn,alexandre,8
EMILIOKLUSENER,GeneralMourao,8
Marlene65162860,STF_oficial,8
Rodrigo43607099,BolsonaroSP,8
Stefanokiri,jairbolsonaro,8
RenatoF__,jairbolsonaro,8
menemarvan,alexandre,8
menemarvan,STF_oficial,8
monteiro_marize,AbrahamWeint,8
MOserhumano,gilmarmendes,8
cadumarques81,blogdojefferson,8
caractersticado,CarlaZambelli38,8
luckyllucy,carlosjordy,8
LciaSo1,Rconstantino,8
CalielSky,CNNBrasil,8
Claudiarmo2,LRobertoBarroso,8
johnsonhavila,STF_oficial,8
PauloDireitaCWB,felipeneto,8
ninoagf_2013,Eduardo010261,8
BettoFerreira6,STF_oficial,8
HenriqueMarq100,gilmarmendes,8
AlfanoEliane,STF_oficial,8
chafurdius,felipelimarn,8
EMILIOKLUSENER,LRobertoBarroso,8
sebasti4o,alexandre,8
belisahorlle,jairbolsonaro,8
RicarMBrandao,gilmarmendes,8
AnaVela_,Biakicis,8
Cicero04942525,STF_oficial,8
Adpettin,majorfabianadep,8
britopinho,danielPMERJ,8
JonassPiress,BrazilFight,8
luizcorredorca1,roxmo,8
ABonett77,jairbolsonaro,8
JucaraRJ,reportersalles,8
mauriciobastaz1,MartaAl02273863,8
hsto_br,gilmarmendes,8
gladyssmiranda,o_antagonista,8
MoacirP71481242,RedeGlobo,8
MONICAA18185163,AbrahamWeint,8
Valquele,Jouberth19,8
Adpettin,alexandre,8
CandidaTargino,gilmarmendes,8
SoniaJoventino,davialcolumbre,8
guilofm,jairbolsonaro,8
marlon2016vix,jairbolsonaro,8
BrasiliaWrp,STF_oficial,8
Adv_WendellMaia,freireneto,8
almir_gbonfim,STF_oficial,8
PedroRi12442568,gilmarmendes,8
Irma47627284,blogdojefferson,8
PauloCPAguiar10,mitags,8
deboramserpa,PastorMalafaia,8
CARLOHBT,Rconstantino,8
Hederso11000770,UOLNoticias,8
MalvinaNetto,STF_oficial,8
1Cocadinha,STF_oficial,8
paschoaleto348,SenadoFederal,8
Gondinhovagui64,jairbolsonaro,8
FerrLigfer,STF_oficial,8
Djan00392004,revistaoeste,8
MartaScramin,oswaldojor,8
cadumarques81,correio,8
max_gomes1981,LRobertoBarroso,8
Ricardoferre16,taoquei1,8
rubinhosantos12,jairbolsonaro,8
idapalma9,STF_oficial,8
nadia_patria,CarlosL38741447,8
BR100Corrupto,danielPMERJ,8
hsto_br,alexandre,8
colombense,STF_oficial,8
MouraEdine,STF_oficial,8
Jbosco46920470,gilmarmendes,8
andrecf_82,STF_oficial,8
BERNARDOVERDAO,Rconstantino,8
fran_papaiano,4Mariah_7,8
anacarl85417221,leandroruschel,8
30Quala,majorolimpio,8
AdrianoMorett12,g1,8
GuerreiroPatri9,Jambock67,8
goulartrosane,STF_oficial,8
ManuelP27571760,STF_oficial,8
Rojeramaral,alexandre,8
Jbosco46920470,LRobertoBarroso,8
arrudas_orlusa,blogdojefferson,8
RosaneMonnerat1,CarlosBolsonaro,8
monicabazano,TVJustica,8
confianca2,STF_oficial,8
Raimund44782341,STF_oficial,8
PedroScursone,dimacgarcia,8
MZA1972LHP,STF_oficial,8
everaluz,YouTube,8
Piresjj,jairbolsonaro,8
edson_carneiro,RaquelStasiaki,8
Gutogoo,revistaoeste,8
SidneyBeff,STF_oficial,8
DMOLUZ,STF_oficial,8
brsemcomunas,marciombittar,8
brsemcomunas,JoseQuatro2,8
ninoagf_2013,davialcolumbre,8
LagoVianna,taoquei1,8
Dani97913914,taoquei1,8
tevinobuzao,STF_oficial,8
MarceloAOrtega,SenadoFederal,8
WanderleiDomin7,STF_oficial,8
MarquardtPaulo,CarlaZambelli38,8
FreitasGai,radaronline,8
blocampos,STF_oficial,8
Carlostantomar1,Carlostantomar1,8
arrudas_orlusa,xfischer,8
SandraJbDIREITA,STF_oficial,8
DMarques1981,LRobertoBarroso,8
CrysthianeA,augustosnunes,8
silvakoetz,MPF_PGR,8
Apto965,blogdojefferson,8
MiriamKlassM,Alexandre,8
deiademaria,mitags,8
Marchi771,jairbolsonaro,8
ninoagf_2013,camaradeputados,8
ninoagf_2013,DouglasGarcia,8
sisbresolin,Rconstantino,8
RobsonG2c,lachampt58,8
EvyKatz5,UOLNoticias,8
Infernando1970,carlosaviana,8
Infernando1970,SenadoFederal,8
frankwilliancs,gilmarmendes,8
SrgioVargas6,gilmarmendes,8
Adpettin,JovemPanNews,8
gmqs2002,o_antagonista,8
GersonTc4,alexandre,8
EvyKatz5,PortalMigalhas,8
gardeni64024270,gilmarmendes,8
Gilmar49119202,LRobertoBarroso,8
Ezequie16956363,gilmarmendes,8
deisisteinbach,PenteadoHelena,8
RoboPatriotaa,jairbolsonaro,8
Weyllj,revistaoeste,8
RosaJordo1,taoquei1,8
RosaJordo1,STF_oficial,8
PTNunca_Mais,taoquei1,8
VazAladio,STF_oficial,8
jeanmendeseng,Rconstantino,8
ReginaCliaDutr1,profpaulamarisa,8
EderRamos08,STF_oficial,8
Drimaganha1,taoquei1,8
Irma47627284,barros_floriano,8
luckyllucy,taoquei1,8
cybeleprovenza1,revistaoeste,8
amartins1960,PSDBoficial,8
JoseAltairdaSi2,taoquei1,8
martaevangeliss,YouTube,8
FilhoLutz,revistaoeste,8
Weyllj,roxmo,8
crisvela78,Twitter,8
9_nyss,LRobertoBarroso,8
crisserafim31,jairbolsonaro,8
BauduccoJr,alexandre,8
BiancaS80158278,STF_oficial,8
ClayEmerick,LRobertoBarroso,8
Jacque27moura,senadorhumberto,8
MSilvia40478310,LRobertoBarroso,8
mello65440,priciilla,8
mello65440,Lauramel18,8
mello65440,freitasclaudia_,8
Lico02891256,revistaoeste,8
MamedeRossi,LRobertoBarroso,8
PocaMarcelo,gleisi,8
mcabral_timao,Rconstantino,8
SandraC88837012,JanainaDoBrasil,8
Leonardo16397,LRobertoBarroso,8
AnjosBenny,RodrigoMaia,8
Eline_eu_,SenadoFederal,8
ValeskaFSRodri1,carlosjordy,8
gcesar48,CamiloSantanaCE,8
jeanmendeseng,STF_oficial,8
JoSoBusa,PTnoSenado,8
AnaBeat34202412,revistaoeste,8
mlenira80,STF_oficial,8
Ro_maf,YouTube,8
FreitasGai,LRobertoBarroso,8
EduardoTreesp,rsallesmma,8
fabiololli986,alexandre,8
gigipatriota2,colunapatriota,8
gersondatati,jluqueiroz,8
Gobira5,STF_oficial,8
JAPONESA35,saritacoelho,8
monteiro_marize,allanldsantos,8
ClaudioBeringhs,Regina47270842,8
ClaudioBeringhs,MaryFerreiraOMG,8
ClaudioBeringhs,mcastro01_12,8
ClaudioBeringhs,MGuedesp,8
ClaudioBeringhs,patriota_lu,8
ClaudioBeringhs,Dalila76074220,8
ClaudioBeringhs,Geandeslidado,8
ClaudioBeringhs,jaasielneres,8
ClaudioBeringhs,JesaiasNeres,8
ClaudioBeringhs,AleDireita,8
ClaudioBeringhs,AndrBra72818361,8
ClaudioBeringhs,BeatrizMG2020,8
ClaudioBeringhs,BragaBarbara38,8
ClaudioBeringhs,BarbaraBraga38,8
celiomartignago,SiFude_Mano,8
monteiro_marize,rpsenador,8
clodoaldopb,VEJA,8
MauricioSaab,LRobertoBarroso,8
guaxupealves,SenadoFederal,8
fmh1903,domdidico,8
fmh1903,DitaduraDoSTF,8
fmh1903,rafinhabastos,8
MarcoTuite,allanldsantos,8
miguellgf,arthurmoledoval,8
FilAirton,MarcosQuezado1,8
RedLion_First,_Paty_38,8
RedLion_First,Kleferdias,8
RedLion_First,MarkusGuimas2,8
RedLion_First,EwertonSanti3,8
RedLion_First,marciogomesrjrj,8
RedLion_First,Noene123,8
RedLion_First,RitaCassiano2,8
RedLion_First,Guaracy38,8
RedLion_First,Telma34893751,8
RedLion_First,FernandoCarva51,8
RedLion_First,tathinadadireta,8
RedLion_First,djalexandre2020,8
KoenigEdson,STF_oficial,8
janesikka,STF_oficial,8
Herval68461744,jairbolsonaro,8
aecruz33,Rconstantino,8
TiagoRod35,gilmarmendes,8
LenyPatriota,AdvocaciaGeral,8
ClayEmerick,BrazilFight,8
SandraA45736553,STF_oficial,8
MaltaRoselene,revistaoeste,8
rosamariaferr10,BobjeffHD,8
venturapqd,taoquei1,8
rjbrunholi,Rconstantino,8
OgroMarcio,jairbolsonaro,8
santosmjunior15,STF_oficial,8
luissilro,gilmarmendes,8
TheoRia31314227,jairbolsonaro,8
PretiVilberto,BrazilFight,8
PretiVilberto,revistaoeste,8
Ro_maf,radardamidia,8
ninoagf_2013,policiafederal,8
Hilma68946015,BobjeffHD,8
Andreaheimann2,revistaoeste,8
fjmacamargo,VemPraRua_br,8
fjmacamargo,luizcarlostavo1,8
marcusuchoa1966,gen_heleno,8
JefersonBorba12,STF_oficial,8
PeloBrasil7,allanldsantos,8
BiroliroBrasil,STF_oficial,8
JoseOli25873009,lasiermartins,8
CelioBolsonaro,SenadoFederal,8
marcelodemeo,jairbolsonaro,8
lindolfodias47,taoquei1,8
SandraRicciar14,valeriascher,8
ngelomarchioll1,roxmo,8
marcospelegrin5,YouTube,8
INTERSOM,taoquei1,8
roger_sato,revistaoeste,8
MeMyselfOthers,LRobertoBarroso,8
JorgeFe76186279,STF_oficial,8
eufagundesz,LRobertoBarroso,8
AnaTerezaDFOli1,revistaoeste,8
AnaFacchin2,revistaoeste,8
marciaaestrella,Rconstantino,8
Dirceu_Almeida,CNNBrasil,8
sapulino_torres,AdvocaciaGeral,8
sapulino_torres,policiafederal,8
arnaldogb1,LRobertoBarroso,8
dudubentes12,gilmarmendes,8
isnumber,GeneralMourao,8
lurdinh80548830,tvsenado,8
AndredeSManhae3,STF_oficial,8
gcesar48,jornalistavitor,8
anapaulavrangel,gazeta_brasil,8
Chagal026,STF_oficial,8
Clausarq14,Biakicis,8
BrandaoWaldair,PSBNacional40,8
GCM553,revistaoeste,8
anticor81250775,JornalOGlobo,8
AnaBeat34202412,FrankCastle2009,8
JuarezAguiar3,YouTube,8
Leonard94955896,gilmarmendes,8
MarlyMms,BobjeffHD,8
gcesar48,profpaulamarisa,8
Hilma68946015,oswaldojor,8
AnaFacchin2,JornalOGlobo,8
sanson_sueli,STF_oficial,8
JoSoBusa,oswaldojor,8
gcesar48,conexaopolitica,8
gcesar48,UOL,8
MeMyselfOthers,SenadoFederal,8
MarcoTuite,BobjeffHD,8
nadiatosatti,JuhZanca,8
Lemax30,LRobertoBarroso,8
eloir_ramos,Biakicis,8
DigohpOficial,LRobertoBarroso,8
ANDREA20605200,Biakicis,8
CludiaTallaric3,flaviogordon,8
jess_domingues1,AmendoncaMJSP,8
ElizangelaHalf1,AlanLopesRio,8
Robersoncassol,MudaSenadoBR,8
BolsoNABOneles,Rconstantino,8
mmmarianos,MPF_PGR,8
Ro_maf,folha,8
AmodioPaulo,STF_oficial,8
joao_jb38,pauloeneas,8
Zezeajs,STF_oficial,8
Ro_maf,Fasalles,8
batta41704224,kimpaim,8
bueno1281,STF_oficial,8
AnaFacchin2,taoquei1,8
Silvia43626968,STF_oficial,8
luiz_scapechi,taoquei1,8
joao_jb38,BoniCoverRei,8
JadrianeRibeiro,LulaOficial,8
Cintia75163707,SenadoFederal,8
Sonia_Pers,UOLNoticias,8
adriano9270,jairbolsonaro,8
Sonia_Pers,diogomainardi,8
APaupitz,policiafederal,8
Vitoria50901012,jairbolsonaro,8
claudia77459463,paulomathias,8
nina_boechat,STF_oficial,8
FilosofoPessoa,JanainaDoBrasil,8
Gilmar49119202,TSEjusbr,8
SimoneR23561454,jnascim,8
SimoneR23561454,Danielhrs,8
gcesar48,IngridGuimaraes,8
AdrianoCerque18,IzabelleFores,8
Irlandaemel,gmacademico,8
joao_jb38,opropriofaka,8
Reynald69834376,STF_oficial,8
Weyllj,Furlantricolor,8
ninoagf_2013,MPF_PGR,8
Fernand36677862,camaradeputados,8
JoaoCarvalho832,STF_oficial,8
MarcioB92155384,camaradeputados,8
AstrathJunior,STF_oficial,8
RosanaVianaCab4,o_antagonista,8
Hederso11000770,roxmo,8
MourisSergi,gmacademico,8
porn_click_75,porn_click_75,8
porn_click_84,porn_click_84,8
porn_click_87,porn_click_87,8
porn_click_148,porn_click_148,8
cpdrenato,jairbolsonaro,8
porn_click_169,porn_click_169,8
porn_click_177,porn_click_177,8
Jairo20205,STF_oficial,8
porn_click_208,porn_click_208,8
porn_click_204,porn_click_204,8
DalilaOliveiraR,LuizFux,8
arnaldogb1,FusaroZila,8
jucarasilveira1,BobjeffHD,8
Engefrom1,aleksandre25106,8
Robersoncassol,gzhdigital,8
Oliveiraajr1,o_antagonista,8
Luciano_22K,maurofagundess,8
FavaroGomes,revistaoeste,8
CesarTorres2014,Biakicis,8
porn_click_294,porn_click_294,8
porn_click_329,porn_click_329,8
LineuBlind,TSEjusbr,8
porn_click_333,porn_click_333,8
Iam_Rui_Silva,GloboNews,8
porn_videos_16,porn_videos_16,8
HUGOPIRESSP,MajorVitorHugo,8
HUGOPIRESSP,depheliolopes,8
HUGOPIRESSP,Oficialluizlima,8
claudia77459463,BobjeffHD,8
porn_click_374,porn_click_374,8
porn_click_474,porn_click_474,8
porn_click_487,porn_click_487,8
jucarasilveira1,STF_oficial,8
DomnicoAndreat1,LRobertoBarroso,8
MarcioB92155384,LRobertoBarroso,8
amartins1960,cirogomes,8
Emerdrigues,SigaGazetaBR,8
monicalimaprof,SigaGazetaBR,8
antonio_fuiza,STF_oficial,8
Hederso11000770,allanldsantos,8
SandraA45736553,SigaGazetaBR,8
duarteagronomo,Matrix_Neil1,8
duarteagronomo,drikalimajp1,8
duarteagronomo,SummerNight53,8
duarteagronomo,Musketieres,8
duarteagronomo,raposa_e,8
Luciano_22K,JornalDaCidadeO,8
GauchaJaqueline,TSEjusbr,8
click_porn_27,click_porn_27,8
Jacksonfilhon,STF_oficial,8
porn_click_65,porn_click_65,8
claudia77459463,GFiuza_Oficial,8
RivaldoSoaresF,STF_oficial,8
Sadfernandes77,SigaGazetaBR,8
masc_sergio,aleksandre25106,8
luiz_scapechi,BobjeffHD,8
B38Bolsonaro,STF_oficial,8
ContraA_Censura,STF_oficial,8
BolsonaroAlmir,STF_oficial,8
Gasalags,STF_oficial,8
porn_click_1217,porn_click_1217,8
mclaucarvalho,LRobertoBarroso,8
Alvesalces,MirandaSa_,8
MarquesSidneiTw,alexandregarcia,8
MarquesSidneiTw,CarlosBolsonaro,8
MarquesSidneiTw,felipeneto,8
cybeleprovenza1,LRobertoBarroso,8
Luciano31369221,TVJustica,8
AndraVasconce16,STF_oficial,8
RobsonG2c,Rconstantino,8
Politica_br,SenadoFederal,8
amartins1960,JornalDaGlobo,8
CeuEmTerra1,STF_oficial,8
mello65440,GilBolsonaro,8
mello65440,Direita_M,8
Flaviobb2020,conexaopolitica,8
GefridoT,mfmbarr,8
chatovisky,alexandre,8
CaracasFabiano,gilmarmendes,8
alepavanelli,STF_oficial,8
aflavions,STF_oficial,8
MiroSBO,SBouchud,8
LuizFer21857553,STF_oficial,8
dos_lucienne,alexandre,8
Brun4Br,STF_oficial,8
DoFerrarez,camaradeputados,8
Flaviobb2020,taoquei1,8
FilosofoPessoa,SigaGazetaBR,8
Flaviobb2020,RenovaMidia,8
Clausarq14,SigaGazetaBR,8
Edllennon,STF_oficial,8
eduardolnp,DamaresAlves,8
eduardolnp,jairbolsonaro,8
KontrolleBrasil,jairbolsonaro,8
Flaviobb2020,Biakicis,8
albertegaraujo,augustosnunes,8
bot_careca,alexandre,8
Flaviobb2020,AlanLopesRio,8
luidarlos,GeneralMourao,8
Mariabolsonaro8,jairbolsonaro,8
AugustianaMaria,MarkusGuimas2,8
Valquele,BobjeffHD,8
roseflo95587627,STF_oficial,8
EduardoDurand,senadorhumberto,8
5_porn_click499,5_porn_click499,8
SoniaPatriotaJB,gilmarmendes,8
AG21D,jairbolsonaro,8
FilAirton,SigaGazetaBR,8
Sandrarso1,STF_oficial,8
Tanya_ribheiro,STF_oficial,8
5_porn_click_32,5_porn_click_32,8
Hederso11000770,reportersalles,8
MISTERSALUSTIA1,LRobertoBarroso,8
dsergio87050436,SigaGazetaBR,8
sardenberg,STF_oficial,8
7_porn_click538,7_porn_click538,8
bobbyjfo,STF_oficial,8
Irma47627284,freu_rodrigues,8
3_porn_click570,3_porn_click570,8
malupatriota,LRobertoBarroso,8
Elke53324714,camaradeputados,8
mmnix,revistaoeste,8
9_porn_click830,9_porn_click830,8
7_porn_click484,7_porn_click484,8
natalin92105056,DelvanaRamos20,8
natalin92105056,VieiraHeli,8
natalin92105056,gildotorresf,8
natalin92105056,ValoisCida,8
natalin92105056,Suellen9m,8
natalin92105056,GeiserRalf,8
natalin92105056,derPaulo2,8
natalin92105056,DeusaMah,8
MariaSo92340189,SigaGazetaBR,8
5_porn_click123,5_porn_click123,8
MarthaClamor,gilmarmendes,8
7_porn_click343,7_porn_click343,8
FLAVIOLFONSECA,fvguima,8
Tatiana04108795,jairbolsonaro,8
RobsonG2c,nirlamarques,8
brsemcomunas,ArthurLira_,8
GefridoT,LeoniceMariana1,8
WtacchiBh,BobjeffHD,8
8_porn_click379,8_porn_click379,8
humbertosisley,STF_oficial,8
JosSilvano15,STF_oficial,8
8_porn_click274,8_porn_click274,8
chistemarcia,jairbolsonaro,8
4_porn_click922,4_porn_click922,8
9_porn_click960,9_porn_click960,8
JooLuizRamosNe1,MarliaFernand12,8
4_porn_click_43,4_porn_click_43,8
JorgeEliseu2,UOLNoticias,8
Ronaldo90238480,revistaoeste,8
2_porn_click868,2_porn_click868,8
2_porn_click635,2_porn_click635,8
CFilizardo,STF_oficial,8
PretiVilberto,policiafederal,8
Rafaelresilient,gilmarmendes,8
6_porn_click84,6_porn_click84,8
ClioAlves17,marmilbr,8
ClioAlves17,fab_oficial,8
7_porn_link139,7_porn_link139,8
2_porn_link480,2_porn_link480,8
5_porn_link370,5_porn_link370,8
SpiritoLuizinho,BobjeffHD,8
BrunetThiago,SigaGazetaBR,8
alexandrecruzb1,FholandHolanda,8
Rafaelresilient,LRobertoBarroso,8
sp_rosely,revistaoeste,8
Diego_anacleto,SigaGazetaBR,8
wellpaul,ArthurLira_,8
edu_aoki,ArthurLira,8
marcosnarciso16,ArthurLira_,8
katybalalves,ArthurLira_,8
jucarasilveira1,OtoniDepFederal,8
morangosplitso1,MiriamTaokei100,8
EduardoMBLisboa,revistaoeste,8
JavierE78234335,jairbolsonaro,8
albertegaraujo,realpfigueiredo,8
SktRockSP,STF_oficial,8
Eduardo19043703,STF_oficial,8
natalin92105056,DelMGodoy1,8
Peruchi19,STF_oficial,8
gripezinha,o_antagonista,8
britopinho,SigaGazetaBR,8
jujunaka,SigaGazetaBR,8
CaracasFabiano,Rconstantino,8
dalmyrjmb,o_antagonista,8
SantosIrrenil,Antonio40867082,8
FCCS_,gilmarmendes,8
FCCS_,STF_oficial,8
RaphaellaNovaes,rpsenador,8
WaldirneyRocha,STF_oficial,8
ElizabeteJMore1,taoquei1,8
MiriamKlassM,LRobertoBarroso,8
CesarTorres2014,rpsenador,8
ClayEmerick,BobjeffHD,8
chrisfbecker,ArthurLira_,8
Beto1967B,SigaGazetaBR,8
AdrianoCerque18,Zeninha_38,8
andidreia1,danielPMERJ,8
VichNair,danielPMERJ,8
wellpaul,ALLuSapore,8
bitMurilo,danielPMERJ,8
MonicaCasonato,revistaoeste,8
rosanalimaroch1,ALLuSapore,8
Rodrigo56604117,SigaGazetaBR,8
eduardolnp,ArthurLira_,8
VeviviB,danielPMERJ,8
Gr0115gabriel,bernardokuster2,8
liacarvalhho,rpsenador,8
OliveiraPeter,ArthurLira_,8
cidaolivalgmai1,camaradeputados,8
dalmyrjmb,VEJA,8
ElianeMarcon2,spinellirio,8
JadyDiasTorre10,alexandre,8
AlanaMattos16,ArthurLira_,8
Bolsonaro20265,STF_oficial,8
MJuniorR1,revistaoeste,8
SomAntigo,SigaGazetaBR,8
ProfessorNabuco,camaradeputados,8
gabrielcam13,danielPMERJ,8
danthomazaquino,PastorMalafaia,8
danthomazaquino,LorenzonItalo,8
viniciusdr2017,PastorMalafaia,8
pandaisento,thaisa07071973,8
DenisonFelix,SigaGazetaBR,8
EDSONTOQUE,rpsenador,8
SamuelPinheiro,VlogdoLisboa,8
BMenezesSantana,TvBolsonaro38,8
Acorde26053599,STF_oficial,8
marcelo_Andr1,gazetadopovo,8
kazehenrique,rpsenador,8
BetoFontes,V4ldeirOficial,8
isnumber,pr_senado,8
chrisfbecker,jairbolsonaro,8
silva_jubiracy,rpsenador,8
roselongbeach,STF_oficial,8
DeborahPatriota,taoquei1,8
FernandoAC_BR,Rconstantino,8
BetoFontes,BillH1059,8
BetoFontes,CesarAr85146257,8
MargarethThatc8,STF_oficial,8
MarcoAn26184042,STF_oficial,8
CombatenteJ,guimaraes13PT,8
ngelomarchioll1,nikolas_dm,8
amartins1960,ArthurLira_,8
rafa29293292,DaniloGentili,8
DetonadordeFas1,henriolliveira_,8
istoe_brasil,CarlaZambelli38,8
BetoFontes,PSwal807,8
BetoFontes,MouraF68315579,8
BetoFontes,fookcu_f,8
black_meteorite,JovemPanNews,8
BMenezesSantana,JornalBSM,8
BetoFontes,BilliesHoliday,8
BetoFontes,NoeneCarneiro,8
JosRicardoSale8,STF_oficial,8
Salvado36241764,STF_oficial,8
NilBur4,policiafederal,8
Luciano_22K,HumbertoReisJr,8
LOLIVEIRA8691,STF_oficial,8
Claumusico,SenadoFederal,8
Eckerth,YouTube,8
valcperes29,rpsenador,8
ASotrate,SenadoFederal,8
Hederso11000770,JovemPanNews,8
silva_jubiracy,jairbolsonaro,8
elvio_maia,STF_oficial,8
NavarroHeron,SigaGazetaBR,8
oapaula,STF_oficial,8
Hederso11000770,LaurinhaIronic,8
AndrBertoni5,alexandre,8
fernandocaranha,WeintraubGovSP,8
SantosIrrenil,horaciohudson,8
_SilviaHammes,MarceloFreixo,8
valmoreira704,STF_oficial,8
sapulino_torres,ArthurLira_,8
ElaineCandido7,STF_oficial,8
PaulaMRSouza,rpsenador,8
gomznoist,lovsdempeo,8
LineuBlind,LulaOficial,8
rovanlavigne,exercitooficial,8
TayDiniz5,CarlaZambelli38,8
elvis47774244,GeneralMourao,8
mgpd1955,STF_oficial,8
edson_carneiro,Zeninha_38,8
MWMDumit,rpsenador,8
renesousa50,exercitooficial,8
VALERIAMINCHER2,jdoriajr,8
oapaula,rpsenador,8
RafaelAmaral72,BolsonaroSP,8
eliz26204429,gilmarmendes,8
EBenvenhu,SigaGazetaBR,8
CLangwinski,bolsomito_2,8
edson_carneiro,Marisete1982,8
Frazao0Frazao,allanldsantos,8
AlexZanin7,STF_oficial,8
amartins1960,majucoutinho,8
HomeroAraujo,STF_oficial,8
tiburciocs,OGloboPolitica,8
dinga4,taoquei1,8
asrf1980,SenadoFederal,8
sonecausa,ronaldocaiado,8
elen_ilust,STF_oficial,8
Luciano_22K,metropole,8
Lucasde19256078,Lucasde19256078,8
CARLOSAOSP,jairbolsonaro,8
angelagindri43,RenanMoraisRJ,8
Rezende04000223,STF_oficial,8
EDSONTOQUE,pedrosebasti,8
MariliaRezend11,CarlaZambelli38,8
amartins1960,filipebarrost,8
Vozdodeserto4,LRobertoBarroso,8
SktRockSP,CarlaZambelli38,8
ClaudioBeringhs,minions_paula,8
AntonioPAL11,DamaresAlves,8
deus_verdade,SenadorKajuru,8
mariasansone161,bolsomito_2,8
2Dantiiis,CNNBrasil,8
RochaHeber,rpsenador,8
Marcio1776,jairbolsonaro,8
crisvela78,alessandromolon,8
HindemburgoF,tazmaniacoo,8
HindemburgoF,SenadorKajuru,8
FernandoBJr1,STF_oficial,8
Cesar3865086216,JornalDaCidadeO,8
OliviaPepper38,NAUGIXTABALOFO,8
OliviaPepper38,Antrop0fagista,8
OliviaPepper38,LulaNaziSimZero,8
OliviaPepper38,hildavarda,8
OliviaPepper38,Bolsovisk380,8
OliviaPepper38,ironbonoro,8
OliviaPepper38,VavaChocolate,8
OliviaPepper38,SuzyVitoria1,8
HindemburgoF,Elainnefaria1,8
HindemburgoF,CanaldoFalcao1,8
HindemburgoF,govbr,8
sonecausa,revistaoeste,8
RighettiSR,roxmo,8
HindemburgoF,Damadeferroofic,8
HindemburgoF,_SilviaHammes,8
HindemburgoF,allanldsantos,8
MarcoAu98851532,juce_m3817,8
HindemburgoF,augustosnunes,8
RafaelAmaral72,CarlaZambelli38,8
CapriniMagno,Rconstantino,8
Argo41282619,jairbolsonaro,8
PretiVilberto,DefesaGovBr,8
valmir5511,STF_oficial,8
srdeiro,gilmarmendes,8
Alvimar_JB,Mleitaonetto,8
maikesom,renancalheiros,8
Engicarosampaio,jairbolsonaro,8
GefridoT,SixelMalvado,8
29Mattos,SrgioLuizFelix3,8
Valdimy422,PastorMalafaia,8
aurelio_cuneo,SigaGazetaBR,8
GefridoT,MarkusGuimas2,8
GefridoT,JMBBrasil,8
magalh_valeria,LRobertoBarroso,8
MarceloMMor,marmilbr,8
MarceloMMor,exercitooficial,8
MarceloMMor,fab_oficial,8
MarceloMMor,STM_Oficial,8
eduardomigarc,BlogdoNoblat,8
Weyllj,gabifelizz,8
Weyllj,victorynaguerra,8
Weyllj,RafaelColombo,8
GefridoT,MarcuseJe,8
GefridoT,hiagoberg_,8
GefridoT,ANTONIOLLI2022,8
Brasil_JP33,jairbolsonaro,8
nmaccioly,STF_oficial,8
antoniowedsona1,STF_oficial,8
jornalista_ph,Anitta,8
jornalista_ph,rsallesmma,8
LuizinhoSpirito,Rconstantino,8
ChuquerAna,claudioedantas,8
MariaTe75313268,A_Marques6,8
MariaTe75313268,SF_Moro,8
MariaTe75313268,VemPraRua_br,8
Adriano56795562,gilmarmendes,8
KENJIYMK1,revistaoeste,8
aurelio_cuneo,SenadoFederal,8
SANDRAV61852675,belisahorlle,8
Adriano56795562,MarceloFreixo,8
Nanda23838332,LRobertoBarroso,8
marcelo_Andr1,TSEjusbr,8
anacarl85417221,jairbolsonaro,8
Bahtch5,g1saopaulo,8
RENATOA85532376,LulaOficial,8
J_Lima1971,LulaOficial,8
RENATOA85532376,LRobertoBarroso,8
simone63393428,policiafederal,8
GadotBolsonaro,LRobertoBarroso,8
BeliniStela,FolhadeSPaulo4,8
BeliniStela,EstadaoLink,8
Nanda23838332,OmarAzizSenador,8
sbano_ro,veramagalhaes,8
ScataloOtavio,Estadao,8
Engefrom1,denise47613384,8
GadotBolsonaro,o_antagonista,8
CalSoares5,CalSoares5,8
J_Lima1971,Rconstantino,8
MarcoAu98851532,tercalivre,8
MarcoAu98851532,EnockFormiga,8
