"source","target","weight"
eleitorsouza,MPF_PGR,6
guimare76436460,STF_oficial,6
miguellgf,dimacgarcia,6
ElianeF56160891,ALLuSapore,6
EvertonNetwork,STF_oficial,6
Verae_1,realryanhartwig,6
Verae_1,RepMattGaetz,6
LucianaIsis2207,LRobertoBarroso,6
MAC_Bolsominion,davialcolumbre,6
xandevolp,MarceloFreixo,6
RedLion_First,nisiamaia,6
RedLion_First,MariaJo68265365,6
RedLion_First,JTabieli,6
RedLion_First,KonigSidnei,6
RedLion_First,PSSantos38,6
RedLion_First,Marcos_11_66,6
RedLion_First,FafahMb1,6
RedLion_First,Naval_38,6
RedLion_First,alvesmimar3,6
brsemcomunas,RodrigoMaia,6
Bruno44765318,CNNBrasil,6
maikesom,RodrigoMaia,6
MarcalLeonilda,revistaoeste,6
JoaoTavares_C,DitaduraDoSTF,6
JoaoTavares_C,UOLNoticias,6
verna_regina,Pablogapaisa,6
sdnei,gilmarmendes,6
EdjaneJesus,allanldsantos,6
rjbrunholi,gilmarmendes,6
marciaaestrella,JovemPanNews,6
Inaciosousa17,gilmarmendes,6
aecruz33,paulomathias,6
aecruz33,nadia1monteiro,6
goulartrosane,gilmarmendes,6
Simone59236888,LRobertoBarroso,6
xandevolp,dimacgarcia,6
xandevolp,jrguzzofatos,6
fmh1903,Cesar51310730,6
xandevolp,g_garc2,6
xandevolp,brunaobarreto,6
SidneideSouzaB2,RodrigoMaia,6
rubmanfredini,STF_oficial,6
GadoRob2,showdavida,6
FilosofoPessoa,rmotta2,6
LamartineCabral,BoletimCoppolla,6
Marselha19,camaradeputados,6
SMiagui,STF_oficial,6
endbaptista,YouTube,6
miguellgf,leandroruschel,6
CapAndreLuiz1,alexandre,6
MarcioB92155384,roxmo,6
FelipeSiaudzio2,bernardokuster2,6
CarlaGu12424228,revistaoeste,6
trucksell,lasiermartins,6
NeudesFerreira,BobjeffHD,6
Manolo648,mjmacul_lima,6
RobsonG2c,roxmo,6
ArobertoSa,Rconstantino,6
EvyKatz5,Estadao,6
AnaFolinha,STF_oficial,6
marcusuchoa1966,FFAABrasil,6
eliveltonpds98,STF_oficial,6
maurarribeiro,CarlaZambelli38,6
FlavioBocage,TVJustica,6
leidi_cs,STF_oficial,6
anticor81250775,wilsonwitzel,6
JosHenr34743855,revistaoeste,6
xandevolp,PRFBrasil,6
maria_julinha,alvarodias_,6
maria_julinha,lasiermartins,6
maria_julinha,SenadorKajuru,6
maria_julinha,FlavioBolsonaro,6
maria_julinha,maragabrilli,6
Davidson_Moreno,STF_oficial,6
vanexmoni,STF_oficial,6
MacielPiber,STF_oficial,6
1bertoA,jairbolsonaro,6
anticor81250775,LulaOficial,6
Frazao0Frazao,BobjeffHD,6
RosaneMonnerat1,Rconstantino,6
FranziniAffonso,jairbolsonaro,6
fabianochiclete,STF_oficial,6
Ivone30175952,STF_oficial,6
EDSONTOQUE,Pablogapaisa,6
silvakoetz,allanldsantos,6
MarceloMauroda2,allanldsantos,6
arnaldogb1,allanldsantos,6
JonassPiress,JornalDaCidadeO,6
eliane19661,jairbolsonaro,6
_Patifaria_,gilmarmendes,6
arnaldogb1,Rconstantino,6
MAURCIOBOMFIM3,STF_oficial,6
SandraRicciar14,UOL,6
fpshello2u,gazeta_brasil,6
viviane_velloso,ailuminadaa,6
Marcosm43415954,STF_oficial,6
cristianostark,revistaoeste,6
FavachoPatriota,gilmarmendes,6
rosamariaferr10,revistaoeste,6
Elcy48639336,DiariodoPoder,6
LacanUCD,gilmarmendes,6
valeriabrum33,deltanmd,6
MarcioB92155384,conexaopolitica,6
SergitoTevez88,revistaoeste,6
barreto_ademar,AlanLopesRio,6
Dk2Carlos,BlogdoNoblat,6
farquardi,cjcastro45,6
crisbrainiac,alexandre,6
gcesar48,HumbertoReisJr,6
ninoagf_2013,alexandregarcia,6
GateiraVeh,YouTube,6
farquardi,augustosnunes,6
INTERSOM,augustosnunes,6
Carlossouzac,revistaoeste,6
MauriciofaCosta,revistaoeste,6
JoSoBusa,folha_poder,6
zeruiduarte,roxmo,6
sapulino_torres,AmendoncaMJSP,6
Dani97913914,kimpaim,6
clissia_c,revistaoeste,6
Magnoficial_,ValdeirOficial,6
Dirceu_Almeida,aguedescartoon,6
bibicleonice,danielPMERJ,6
rodirps,revistaoeste,6
Giancar69574541,STF_oficial,6
Celsoantgeraldo,Rconstantino,6
fpshello2u,mitags,6
Magnoficial_,MosqPatriota,6
RobsonG2c,folha,6
RobsonG2c,JornalOGlobo,6
Magnoficial_,AthaydeEzequias,6
Magnoficial_,magalicostahot1,6
SuelyMazzola,STF_oficial,6
Weyllj,FrankCastle2009,6
AnaTerezaDFOli1,IzabelleFores,6
edu_aoki,BobjeffHD,6
Rodrigo56604117,conexaopolitica,6
xandevolp,Tenente_Coimbra,6
JoSoBusa,miriamleitao,6
marcelo_csi,RCaminhoneiros,6
carlosdearaujo6,STF_oficial,6
Alfa_Gon,fab_oficial,6
Alfa_Gon,marmilbr,6
Alfa_Gon,exercitooficial,6
EdjaneJesus,brasil_paralelo,6
cmendeschaves,STF_oficial,6
cberilramos,BobjeffHD,6
RobsonG2c,DKen79857614,6
edna_flauzino,SenadoFederal,6
Irma47627284,deborabpaim,6
Leonard94955896,STF_oficial,6
GhergerF,vidadestra,6
BolsoNABOneles,senadorhumberto,6
DorisSouza14,BobjeffHD,6
bobjeffcensored,bobjeffcensored,6
PedroASPaula1,STF_oficial,6
marilea_menezes,revistaoeste,6
pem1957,IzabelleFores,6
marciovelmo,revistaoeste,6
neemiasalvesdo1,STF_oficial,6
RobertoCalazan6,STF_oficial,6
JadrianeRibeiro,MariaJo68265365,6
msvboas,gilmarmendes,6
AnaFacchin2,realDonaldTrump,6
otavioguerd,revistaoeste,6
bahiadeolho,conexaopolitica,6
EliasCorreios,camaradeputados,6
JoSoBusa,SF_Moro,6
JF_Danellon,g1,6
sapulino_torres,revistaoeste,6
Alexangrandi,MarcosQuezado1,6
Alvimar_JB,mitags,6
profeborto,Alvesalces,6
RickAlvarenga1,LRobertoBarroso,6
DulceDumasil,BobjeffHD,6
Clausarq14,LRobertoBarroso,6
POLEMMICODVJ,taoquei1,6
Emerdrigues,Rconstantino,6
umbertodomato,LRobertoBarroso,6
JuCandidopinto,jairbolsonaro,6
icobf_ricardo,LRobertoBarroso,6
LuizHSilveira1,LRobertoBarroso,6
Adriana92259061,LRobertoBarroso,6
arnaldogb1,augustosnunes,6
Henrriet4,BobjeffHD,6
JorgeJAPG,mitags,6
jvmunchen,JornalDaCidadeO,6
miguellgf,Estadao,6
STFANTIDEMOCRT1,STF_oficial,6
Jorgepi50320651,LRobertoBarroso,6
DorisSouza14,FrankCastle2009,6
hsto_br,opropriolavo,6
ReginaB2022,FrankCastle2009,6
ngelomarchioll1,policiafederal,6
arnaldogb1,oatila,6
AlexandreFrizz2,STF_oficial,6
xandevolp,oatila,6
luiz_scapechi,profpaulamarisa,6
Arthurhenriq,SenadoFederal,6
c_acfreitas,allanldsantos,6
AnaFacchin2,PauloGuedesReal,6
farquardi,taoquei1,6
JotaMErre,STF_oficial,6
SantosIrrenil,CarlaZambelli38,6
EliasCorreios,gen_heleno,6
Adpettin,STF,6
entretendobh,policiafederal,6
joakinnetoo,oswaldojor,6
MariaCr70515383,senadorhumberto,6
MarcioAraujo61,STM_Oficial,6
SergitoTevez88,gilmarmendes,6
Simonejjp,STF_oficial,6
_perolla_,JoOrsine,6
Marcusa60433153,TSEjusbr,6
farquardi,allanldsantos,6
AndreaCastroSi1,BrazilFight,6
Clausarq14,reportersalles,6
gcesar48,AndreiaSadi,6
gcesar48,revistaoeste,6
eliz26204429,mitags,6
CeliaGumy,oswaldojor,6
Izaliz236,STF_oficial,6
gigipatriota2,AnaPaulaVolei,6
GALAODA13,guii_assis0,6
GALAODA13,andrigogfbpa,6
GALAODA13,AI5_100_acucar,6
GALAODA13,Nicoly_Reporter,6
Hederso11000770,conexaopolitica,6
RafaelBChaves,STF_oficial,6
clodomiro19,DINAHMRIB1,6
EdimaraMaricat1,IzabelleFores,6
RafaelGarrcia,VillaMarcovilla,6
ninoagf_2013,BandJornalismo,6
EduardoTreesp,governosp,6
laeliamiranda1,STF_oficial,6
BolsoNABOneles,carloscezarcjr,6
EduardoTreesp,VieiTania,6
Claumusico,camaradeputados,6
Argo41282619,Biakicis,6
elainehaas4,LRobertoBarroso,6
ramosdopiaty,LRobertoBarroso,6
Jorge42931348,LRobertoBarroso,6
lamartina83,SenadoFederal,6
nadiatosatti,rd,6
Edu91129587,LRobertoBarroso,6
GuerreiroPatri9,Elainnefaria1,6
New_Delia,elainesilvabuti,6
AlmachioRocha,jairbolsonaro,6
FilosofoPessoa,allanldsantos,6
FilosofoPessoa,opropriofaka,6
CBBranco1,STF_oficial,6
Luciano_22K,colunapatriota,6
Claudia40229837,mitags,6
anjodomiguel,allanldsantos,6
EdjaneJesus,AlanLopesRio,6
Marcelo_TriHexa,ArnsFlavio,6
pedropimelo,Anastasia,6
RicarMBrandao,STF_oficial,6
monicalimaprof,JornalDaCidadeO,6
PatrciaVanessa5,SenadoFederal,6
MeloLuska,STF_oficial,6
miguellgf,Rconstantino,6
ligegodoy,danielPMERJ,6
jairosousaf,SenadoFederal,6
glma38hidro,STF_oficial,6
brandao_fc,STF_oficial,6
FlaviaP64106218,STF_oficial,6
Oliveiraajr1,claudioedantas,6
RicardoMontesum,mitags,6
PRFA65,YouTube,6
BolsonaroAlmir,BobjeffHD,6
INTERSOM,Elainnefaria1,6
Lincoln95491474,revistaoeste,6
RickAlvarenga1,camaradeputados,6
BolsoNABOneles,JoaquinTeixeira,6
ReyFigueiredo,danielPMERJ,6
Iam_Rui_Silva,realsardenberg,6
CesarTorres2014,AndreiaSadi,6
Iam_Rui_Silva,cassiagodoy,6
Andreia92447712,STF_oficial,6
ClovisGomes18,STF_oficial,6
mariza_noore,BobjeffHD,6
Iam_Rui_Silva,guilherme_amado,6
pimorato,SenadoFederal,6
DenisonFelix,Elainnefaria1,6
joao_jb38,BrazilFight,6
belisahorlle,taoquei1,6
c032744,Vandalpessoa,6
OsAntiPira,jairbolsonaro,6
AnaFacchin2,henriolliveira_,6
Hilma68946015,Ajveiga2,6
Cleuterruis,revistaoeste,6
BolsoNABOneles,RodrigoMaia,6
MarizMarcella,EduGiraoOficial,6
ngelomarchioll1,EduGiraoOficial,6
Denis951395473,STF_oficial,6
PatriotaLucelia,deb156411,6
nilvoroberto,STF_oficial,6
CeliaGumy,SigaGazetaBR,6
Cleuterruis,VEJA,6
nelio_cristiano,ManuelaDavila,6
Hederso11000770,alvarodias_,6
lewn51,BolsonaroSP,6
Hederso11000770,RenovaMidia,6
lilianaperussi,revistaoeste,6
gianlamarereis,revistaoeste,6
Hederso11000770,ArthurLira_,6
Hederso11000770,GFiuza_Oficial,6
LuizAnd45704727,allanldsantos,6
ElianeN56724209,SigaGazetaBR,6
britopinho,MariaGr06892336,6
luiz_scapechi,SigaGazetaBR,6
RicardoPCabral,SigaGazetaBR,6
SebastioRegina1,SigaGazetaBR,6
ln1963,SigaGazetaBR,6
xandevolp,SigaGazetaBR,6
GersomPatriota,LulaOficial,6
EdiPeres1310,o_antagonista,6
Pass2Home,STF_oficial,6
CarlosCarbonie1,oswaldojor,6
RobsonG2c,oswaldojor,6
duarteagronomo,FafahMb,6
duarteagronomo,AndrettoFe,6
Weyllj,policiafederal,6
LamartineCabral,BobjeffHD,6
gcesar48,JSPendot,6
malupatriota,MarliaFernand12,6
Irlandaemel,ONUBrasil,6
mariahmorena20,STF_oficial,6
arquiteturaoral,marciombittar,6
RosaAraujo2345,danielPMERJ,6
Renata99481883,STF_oficial,6
MarciaSAlmeida,LRobertoBarroso,6
luiz_scapechi,carlosjordy,6
Hederso11000770,Pablogapaisa,6
Marcelo1996362,STF_oficial,6
Valquele,RenanMoraisRJ,6
wagot1978,LRobertoBarroso,6
GemeosTigre,SigaGazetaBR,6
Glauce95196474,STF_oficial,6
DAGC_Investidor,PauloMartins10,6
Cinthiaperdiga4,STF_oficial,6
Cristia13308328,STF_oficial,6
CarlosDialmeida,jairbolsonaro,6
Hilma68946015,BeatrizCamposBH,6
ROBERTA20483434,STF_oficial,6
FreitasGai,CNNBrasil,6
Herval68461744,SigaGazetaBR,6
claudio_machado,SigaGazetaBR,6
WalterRDgues,STF_oficial,6
Emeoliv1,STF_oficial,6
silvete11645052,BobjeffHD,6
JHBERGSANTOS,STF_oficial,6
claudia77459463,reportersalles,6
MarquesSidneiTw,PauloCzardaSil2,6
FDicro,RadioJustica,6
Cerimonialista8,STF_oficial,6
S_Odnalro,camaradeputados,6
aquinovianaaqu1,BobjeffHD,6
malupatriota,reportersalles,6
StarBrAbr,B17Marcela,6
MarcosK90481625,STF_oficial,6
MariaEu74264679,MarcosQuezado1,6
SergioP98040235,LRobertoBarroso,6
RezendeGFilho,LRobertoBarroso,6
JoaoPaulo1206,geraldo1963,6
rocha_tango,CNNBrasil,6
BrisaBot,STF_oficial,6
OlimpioGilvanei,STF_oficial,6
arquiteturaoral,ArthurLira_,6
mello65440,Strong81727527,6
Marcio1776,LRobertoBarroso,6
MoreiraArnon,STF_oficial,6
Hederso11000770,augustosnunes,6
Cachorr26031808,FabioTalhari,6
SandraRicciar14,TaianeAliada,6
Fernand36677862,danielPMERJ,6
GefridoT,mcruz2000,6
GefridoT,MariaJo68265365,6
eliasmk,alvarodias_,6
Arcamargo70,LRobertoBarroso,6
santa_eng,SigaGazetaBR,6
carlaoeng1984,SenadoFederal,6
RoniAdri1,jdoriajr,6
GuerraIvoney,BobjeffHD,6
frfontanella,BobjeffHD,6
carlaoeng1984,SF_Moro,6
PBorgiana,Gusgayer,6
VagnerRFoficial,revistaoeste,6
roselamaria,mitags,6
SniaMariaReisM1,STF_oficial,6
oluismcl,SigaGazetaBR,6
LuizCCipriano,revistaoeste,6
Larangeira_alf1,BobjeffHD,6
Lincoln95491474,BobjeffHD,6
FLAVIOLFONSECA,OrangeGiants,6
FAssisAbreu38,SigaGazetaBR,6
GaloElisaSousa7,STF_oficial,6
Marilen20674578,danielPMERJ,6
ragnardeferro3,ragnardeferro3,6
AndreMa88322454,SigaGazetaBR,6
rricardosena,BobjeffHD,6
AnaTerezaDFOli1,liacrespo,6
BrasilVero,tah_viapiana,6
SOLANGE58156854,BrazilFight,6
ngelomarchioll1,fabifbbr,6
DboraAm15137103,STF_oficial,6
wilsoney1,STF_oficial,6
EduardoDurand,realpfigueiredo,6
ANNEGA23,STF_oficial,6
AsenetRaquel,STF_oficial,6
rovanlavigne,TVJustica,6
BorcathFernando,ArthurLira_,6
Flaviobb2020,BrazilFight,6
roriz_itamar,g1,6
mclaucarvalho,revistaoeste,6
Flaviobb2020,bernardokuster2,6
ElianeReal3,SigaGazetaBR,6
SergitoTevez88,SigaGazetaBR,6
Germain97,oswaldojor,6
Geraldo35987490,SigaGazetaBR,6
Elcy48639336,SigaGazetaBR,6
Eder_ilson,JornalDaCidadeO,6
Jessica97342083,STF_oficial,6
NosseisF,jairbolsonaro,6
JoaoPaulo1206,marcusPITTERnew,6
7_corso,jairbolsonaro,6
aspasia_maria,oswaldojor,6
albertegaraujo,EduGiraoOficial,6
Suelidoliva,alexandre,6
JoseRonaldoFe18,taoquei1,6
luidarlos,gen_heleno,6
cahsuny,STF_oficial,6
Adrianobonitoms,alexandre,6
AugustianaMaria,MagnoLMendes,6
DominusFarib,MarcosQuezado1,6
EduardoTreesp,anvisa_oficial,6
EduardoDurand,xicograziano,6
Brun4Br,jairbolsonaro,6
Argo41282619,taoquei1,6
rosijuno,STF_oficial,6
ItaloFortCe,STF_oficial,6
TarcsioBueno1,STF_oficial,6
Hederso11000770,OsmarTerra,6
britopinho,AlanLopesRio,6
Arilene17064948,STF_oficial,6
Henriqu84084172,jairbolsonaro,6
Marcusa60433153,LulaOficial,6
AndrBertoni5,BobjeffHD,6
fontoura1955,STF_oficial,6
marcia77444496,BobjeffHD,6
DonatellaEliane,STF_oficial,6
LadyLaura32BP20,SigaGazetaBR,6
Lincoln95491474,CarlaZambelli38,6
Dinilton_a,STF_oficial,6
Larangeira_alf1,BrazilFight,6
EduardoDurand,BobjeffHD,6
SktRockSP,Rconstantino,6
49ifindec,Rconstantino,6
EduardoDurand,JovemPanNews,6
umbertodomato,kimpaim,6
RafaelBatalha18,gilmarmendes,6
MISTERSALUSTIA1,gilmarmendes,6
SomAntigo,CarlaZambelli38,6
DoFerrarez,BrazilFight,6
lobomai,SigaGazetaBR,6
cunha_sandro,SigaGazetaBR,6
marcelo_csi,JussaraGama3,6
chatovisky,taoquei1,6
arnaldogb1,Clauwild1,6
LuizFer21857553,jairbolsonaro,6
bobbyjfo,LRobertoBarroso,6
LoneStar1910,LRobertoBarroso,6
WinderWalgner,LRobertoBarroso,6
RafaelGarrcia,jdoriajr,6
CaracasFabiano,JovemPanNews,6
zezo_oriebir,conexaopolitica,6
Diegof87,revistaoeste,6
natalin92105056,ArthurLira_,6
natalin92105056,mitags,6
SandraRicciar14,Frankdeluca1801,6
BERNARDOVERDAO,SigaGazetaBR,6
caiolivreis,V4ldeirOficial,6
caiolivreis,FabianaBPB,6
caiolivreis,mfmbarr,6
caiolivreis,MagnoLMendes,6
caiolivreis,AlealG19,6
zeruiduarte,bolsomito_2,6
natalin92105056,VidalPerfeito,6
natalin92105056,Thiagodpaulo,6
natalin92105056,Linatofolario,6
natalin92105056,luc13be,6
natalin92105056,Erloncreso,6
natalin92105056,ribeiro_stael,6
natalin92105056,jwmirisola,6
natalin92105056,emeveiga3,6
natalin92105056,terezoica,6
natalin92105056,pameryco,6
natalin92105056,alcionelso,6
natalin92105056,ulsLadeia,6
natalin92105056,Carter__38,6
MariaAugustaDu1,Gusgayer,6
BolsoNABOneles,AbrahamWeint,6
mad13257,FHC,6
mad13257,dilmabr,6
mad13257,autoestimatemer,6
MuriloTascaJr,jairbolsonaro,6
ThiagoClovis,alexandre,6
JuarezSantAnaJ1,STF_oficial,6
Hederso11000770,LandoSena74,6
Hederso11000770,fab_oficial,6
Ivo91122860,CarlaZambelli38,6
MariaSo92340189,alvarodias_,6
FilosofoPessoa,marcofeliciano,6
AdrianoCerque18,Jouberth19,6
cnakano2,STF_oficial,6
RosaneMonnerat1,govbr,6
GefridoT,Cerimonialista8,6
WtacchiBh,tercalivre,6
preltonmoreira,STF_oficial,6
DjbaSouza,STF_oficial,6
RicardoGiovane5,CarlaZambelli38,6
BolsoNABOneles,alexandregarcia,6
Weare1ndrm5c,STF_oficial,6
amair_casado,govbr,6
MarthaClamor,alexandre,6
JCetico2,Estadao,6
Eliton52302376,SigaGazetaBR,6
LigiadeAssis,BobjeffHD,6
PretiVilberto,AlanLopesRio,6
HotCamelo,STF_oficial,6
Eliton52302376,BobjeffHD,6
muta_eva,BobjeffHD,6
Wanlennon,MarleneFFL,6
Wanlennon,FFL1Marlene,6
arnaldogb1,freu_rodrigues,6
MaurSJr,STF_oficial,6
GuerreiroPatri9,JornalDaCidadeO,6
SomAntigo,oswaldojor,6
cartola_edu,STF_oficial,6
_pedroMORG,SigaGazetaBR,6
eldapianista,oswaldojor,6
Hederso11000770,Jouberth19,6
serafimcardoso4,STF_oficial,6
Paide2Patriota,ArthurLira_,6
natalin92105056,rpsenador,6
PretiVilberto,Valdecirdelecl1,6
L86984254Joelma,STF_oficial,6
lauraglopez1,STF_oficial,6
DaLeiliani,alepavanelli,6
Rafaelresilient,jairbolsonaro,6
Hilma68946015,ArthurLira_,6
wellpaul,Biakicis,6
SpiritoLuizinho,Rconstantino,6
VALERIAMINCHER2,ArthurLira_,6
rafagrunje21,ArthurLira_,6
Mariael54808287,SigaGazetaBR,6
mmurilomelo,Valdecirdelecl1,6
FabresCarla,taoquei1,6
ReginaB2022,ArthurLira_,6
Jorgetatileonar,danielPMERJ,6
kaya4everyone,jairbolsonaro,6
edsonaplim,AnaMariaRezen11,6
judice_mel,gilmarmendes,6
marcelo_Andr1,allanldsantos,6
Danilo37406327,STF_oficial,6
natalin92105056,FePatriota1,6
ForestiRainato,STF_oficial,6
Roseli98804808,juliovschneider,6
gcesar48,DINAHMRIB1,6
gcesar48,maragitado,6
gcesar48,neidinhapmz,6
gcesar48,MarioMo85635965,6
gcesar48,pefabiodemelo,6
JoaquimGonzaga3,SigaGazetaBR,6
gripezinha,STF_oficial,6
AiltonBRNoronha,lasiermartins,6
PretiVilberto,juliovschneider,6
Andssouz,BobjeffHD,6
Arilsonlo,stf,6
NildaBarboza11,revistaoeste,6
cesartlima,revistaoeste,6
patriotaever,MPF_PGR,6
prwaltermendes1,LRobertoBarroso,6
rodirps,LRobertoBarroso,6
lottiheitor,danielPMERJ,6
CesarTorres2014,monicabergamo,6
AlexCar17809102,LRobertoBarroso,6
marcelo_csi,rpsenador,6
SSlavko27,bernardokuster2,6
jairosousaf,Biakicis,6
IvanVeloso3,STF_oficial,6
JoSoBusa,SigaGazetaBR,6
zanenilli,STF_oficial,6
Anafavar,STF_oficial,6
livdalgo,PortalTracklist,6
RonaldoMatiasP,GalizaAr,6
nadiatosatti,MiriamTaokei100,6
OrlandoSoaresRi,danielPMERJ,6
MaryFerreiraOMG,danielPMERJ,6
SergioMitsuoSJC,renatobarrosbr,6
SergioMitsuoSJC,taoquei1,6
Djalma_Pateta,danielPMERJ,6
FagnerHanna,danielPMERJ,6
SergioMitsuoSJC,allanldsantos,6
MaxiAparecido,danielPMERJ,6
Vamps_111,danielPMERJ,6
syglya,danielPMERJ,6
GuerreiroPatri9,blogdadireita,6
009Saraiva,danielPMERJ,6
CarlosM09903849,alexandre,6
Renatojrs81,ArthurLira_,6
neyncsp,ArthurLira_,6
SergioMitsuoSJC,Rconstantino,6
reginahelena11,danielPMERJ,6
elizaperrota,danielPMERJ,6
Mariattlaureano,ArthurLira_,6
juliano_azeredo,ArthurLira_,6
trucksell,EduGiraoOficial,6
GilmarDM2,BobjeffHD,6
jcssiqueira,danielPMERJ,6
driparecida,mjmacul_lima,6
aurora__9,rpsenador,6
danthomazaquino,ArthurLira_,6
KarlaMMagalhaes,rpsenador,6
cjans5,danielPMERJ,6
VitorBomi,AlanLopesRio,6
Suelem95001897,Tithonia11,6
monteiro_marize,ArthurLira_,6
CarecaReaca,SenadoFederal,6
dnak_d,danielPMERJ,6
fdcveras,STF_oficial,6
Censura94374125,jairbolsonaro,6
DirleteP,Rconstantino,6
deb156411,ArthurLira_,6
jaugusto426,danielPMERJ,6
Eduardo_Fanezi,danielPMERJ,6
GetulioMorais9,mariluciferraz,6
MarceloMaiaFoto,ArthurLira_,6
FlavioDenis2,ArthurLira_,6
Apoiadora1,ArthurLira_,6
Apoiadora1,STF_oficial,6
tourismejipp,Protest_A,6
Apoiadora1,Giunes,6
CarlosCleiber3,STF_oficial,6
PaganiBibi,danielPMERJ,6
HaidiGrimm,RafaelFontana,6
Censura94374125,reportersalles,6
mipoliherrera,OtoniDepFederal,6
sylvioc21,CNNBrasil,6
MartinsSoraya1,BrazilFight,6
AdrianoCerque18,dimacgarcia,6
Aluiziolopes2,STF_oficial,6
ElianeMarcon2,ArthurWeint,6
AlanRochadeFar1,STF_oficial,6
GuardioPatriot1,direitaminas,6
GuardioPatriot1,DireitaCampinas,6
GuardioPatriot1,DireitaJunta,6
GuardioPatriot1,DireitaRio2017,6
GuardioPatriot1,DireitaRio,6
GuardioPatriot1,DireitaBahia,6
GuardioPatriot1,DireitaNordeste,6
GuardioPatriot1,DireitaManaus,6
GuardioPatriot1,DireitaAmazonas,6
GuardioPatriot1,DireitaPara,6
GuardioPatriot1,DireitaAmapa,6
GuardioPatriot1,DireitaFloripa,6
DeoclcioJosdaC1,STF_oficial,6
janetecorrea05,danielPMERJ,6
f3d3ralj4pon3s,STF_oficial,6
JRVOJ1,STF_oficial,6
DireitaRaiz7,SigaGazetaBR,6
elizia_leite,camaradeputados,6
Sueli45717225,SenadoFederal,6
danthomazaquino,NinaCarmona2,6
Jorgetatileonar,rpsenador,6
ClayEmerick,MarceloRochaMon,6
danthomazaquino,BolsonaroSP,6
danthomazaquino,fabio_spanner,6
danthomazaquino,paulodaieq,6
LarissaRondon,tercalivre,6
danthomazaquino,BobjeffHD,6
pandaisento,alessandraAle_5,6
pandaisento,monirjbc,6
SantosClara14,camaradeputados,6
JRicardo09,SigaGazetaBR,6
EricRod41029435,STF_oficial,6
eneidabhering,camaradeputados,6
BorcathFernando,CarlaZambelli38,6
BMenezesSantana,SigaGazetaBR,6
Michella3,andrefernm,6
keyla13102556,SigaGazetaBR,6
fabioalex_CWB,SigaGazetaBR,6
fabioalex_CWB,AnaFerreira227,6
Piresjj,camaradeputados,6
Acorde26053599,AJUFE_oficial,6
VeraLuc82363655,STF_oficial,6
Irma47627284,SigaGazetaBR,6
ElianeMarcon2,AbrahamWeint,6
eduardolnp,MofattoMagda,6
Eline_eu_,ArthurLira_,6
Cassivanovski,SigaGazetaBR,6
GiovaniFranco38,camaradeputados,6
BetoFontes,andreazevedoph,6
BetoFontes,Bat_Woman___,6
BetoFontes,luizcosta76,6
natalin92105056,SigaGazetaBR,6
eleazar_alves,SigaGazetaBR,6
ValdileneSilve3,SigaGazetaBR,6
Clevers52238455,OtoniDepFederal,6
berzoini_arthur,PastorMalafaia,6
DraVanias,ArthurLira_,6
DraVanias,rpsenador,6
jaquelinetr,ClaudeLuca_,6
masc_sergio,ArthurLira_,6
masc_sergio,depheliolopes,6
SrsiSaul,ArthurLira_,6
NovidadesVerd,jairbolsonaro,6
SrsiSaul,igorgadelham,6
CidadaoRenan,camaradeputados,6
ngelomarchioll1,TiaWeintraub,6
BetoFontes,TwinsBus,6
BetoFontes,PaulConservativ,6
BetoFontes,CarlosCgn_02,6
BetoFontes,PatBr21,6
FlavioV07952537,CarlaZambelli38,6
jlgirotto,o_antagonista,6
umbertodomato,valeriascher,6
NosseisF,PatriaAmada8,6
Osias80,camaradeputados,6
Fabrcio91628552,DeputadoFederal,6
MarcioBoza,SigaGazetaBR,6
CristinaBenevi6,camaradeputados,6
RobertoHecke,STF_oficial,6
mvanxius,carlosjordy,6
mvanxius,CarlaZambelli38,6
Leo_FonsecaRosa,alexandre,6
Leo_FonsecaRosa,alexandregarcia,6
AlexCar17809102,alexandre,6
RenataCalegari3,SenadoFederal,6
zeruiduarte,TerraBrasilnot,6
black_meteorite,jairbolsonaro,6
focoemsaopaulo,eduguim,6
joyce_focom,STF_oficial,6
focoemsaopaulo,jairbolsonaro,6
danthomazaquino,fernanda_cidlo,6
danthomazaquino,GefridoT,6
danthomazaquino,SrgioLuizFelix3,6
danthomazaquino,maiconj15,6
danthomazaquino,loira2008,6
BetoFontes,n0t_stoobz,6
BetoFontes,Zeninha_38,6
BetoFontes,MarcuseJe,6
BetoFontes,caripeka,6
BetoFontes,fabio_spanner,6
BetoFontes,carlinhoscury,6
prmarioalegria4,jairbolsonaro,6
marciaq37107192,SigaGazetaBR,6
prof_edegard,alvarodias_,6
MarciaBonoro,STF_oficial,6
12_rosiane,LRobertoBarroso,6
tenenteeden,STF_oficial,6
Hederso11000770,BinhaRio2019,6
JoseildoLima13,STF_oficial,6
EduardoMBLisboa,AmandaF97806554,6
DeBarrosd,exercitooficial,6
DalilaOliveiraR,ArthurLira_,6
PrJoelBSerra,BobjeffHD,6
Hederso11000770,ALLuSapore,6
akarolly10,alvarodias_,6
RosaneMonnerat1,AlanLopesRio,6
sordi_telma,STF_oficial,6
Betinho49274143,revistaoeste,6
BolsoNABOneles,TerraBrasilnot,6
albertegaraujo,gen_heleno,6
zenda_simoes,ArthurLira_,6
FabianoPintoRJ,RedeGlobo,6
nagbarros,Jambock67,6
gilmarjaraujo,jairbolsonaro,6
mmenezes176,STF_oficial,6
sgt_baldochi,STF_oficial,6
